vignette_id,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,vignette_text
HHLAB-05_FNB_SEV,HHLAB,Household labor,HHLAB-05,washing the dishes,quietly stopped following through,F,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 has come to rely on Agent 1 to wash the dishes after dinner, and Agent 1 has generally done so. Agent 1 has not washed the dishes in over two months. Agent 2 brought it up and asked Agent 1 to keep up with the dishes. Agent 1 said Agent 1 knew Agent 2 was counting on Agent 1 to do the dishes but didn't want to deal with them. Agent 2 has been washing the dishes instead. Was Agent 1 in the wrong?"
HHLAB-06_MF_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,M,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_MF_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,M,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_FM_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,F,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_FM_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,F,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_MM_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,M,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_MM_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,M,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_FF_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,F,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_FF_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,F,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_NBM_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,NB,M,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_NBM_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,NB,M,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_NBF_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,NB,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_NBF_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,NB,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (nonbinary) and Agent 2 (female) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_NBNB_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,NB,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_NBNB_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,NB,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_MNB_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,M,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_MNB_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,M,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_FNB_MLD,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,F,NB,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 missed putting out the recycling once, leaving it in the garage for a few days. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-06_FNB_SEV,HHLAB,Household labor,HHLAB-06,taking out the recycling,ignored a known consequence of delay,F,NB,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,recognized_reliance_on_disclosure,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 3 years. Agent 2 had clearly and repeatedly told Agent 1 that recycling left in the garage past pickup day draws pests. Agent 1 has missed putting out the recycling most weeks for the past two months, leaving it to pile up in the garage. Agent 2 brought it up and asked Agent 1 to remember pickup day. Agent 1 said Agent 1 knew the recycling would draw pests but decided it wasn't worth the extra trip. Agent 2 has been putting out the recycling instead. Was Agent 1 in the wrong?"
HHLAB-07_MF_MLD,HHLAB,Household labor,HHLAB-07,mowing the yard,let outdoor upkeep go unaddressed,M,F,"cohabiting, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. Agent 1 let the yard go unmowed once, for about three weeks. Agent 2 brought it up and asked Agent 1 to take care of the yard. Agent 1 said Agent 1 knew the yard needed mowing but decided it wasn't a priority. Agent 2 has been mowing the yard instead. Was Agent 1 in the wrong?"
HHLAB-07_MF_SEV,HHLAB,Household labor,HHLAB-07,mowing the yard,let outdoor upkeep go unaddressed,M,F,"cohabiting, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,Agent 1 (male) and Agent 2 (female) have been cohabiting for 3 years. Agent 1 has let the yard go unmowed for the entire summer. Agent 2 brought it up and asked Agent 1 to take care of the yard. Agent 1 said Agent 1 knew the yard needed mowing but decided it wasn't a priority. Agent 2 has been mowing the yard instead. Was Agent 1 in the wrong?
